chave;periodicidade;ano;mes;justica;seq_orgao;tribunal;dsc_tribunal;uf;uf_sede;idporte;porte;acap;acr;acs;aqv;as;asen;ca;cc;cd;ce;ced;cee;cer;cg;cge;cpc;cpp;crag;crd;del;dimp;dlp;dmt;dob;dpa;dpb;dpl;drs;dvd;ftt;ga;gaed;gaer;gc;gcd;gcgraf;gci;gcm;gconst;gcv;gee;glb;gml;gmv;gpp;grcm;gref;grl;grmv;grtf;grtm;grv;gtf;gtm;gv;gve;km;ltf;ltm;magp;mcont;mtotal;nt;pas;pcap;pcs;pqv;qei;qi;qpv;qvm;qvs;serv;tfaux;tfauxa;tfauxc;tfauxe;tfauxjl;tfauxsp;tfauxt;tfauxv;tpefet;tpi;tpsv;upload;valt;vd;vgef;tmr;qve;qip;cre;gre;cra;gra;uvs;uvm;prqv;pras;prcap;cpt;cpt.ftt;ced.ftt;qi.ftt;lt.ftt
TRF4_Mensal_7_2023;Mensal;2023;7;Federal;6;TRF4;TRF 4ª Região;RS;RS;;;0;0;0;0;0;0;4145;187;0;0;0;998099;472;0;2;0;423;;;0;0;0;0;0;612,65;0;142,6;0;0;0;96224,69;0;4100,5;0;23,2;4501;0;0;0;0;843362,41;0;0;0;5158,42;;0;;;1,277796226;50,19615054;;6772,32;46682,42;0;0;0;5300;930;0;0;0;0;0;0;;0;0;198679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;757,25;0;;;;;;;;;;;423;;;;
TRF5_Mensal_7_2023;Mensal;2023;7;Federal;7;TRF5;TRF 5ª Região;PE;PE;;;0;0;0;0;0;0;5048;1591;0;0;0;909007,17;2608;0;60;0;355;;;0;0;0;102,71;0;18342,27;0;68,14;0;14;0;115763,68;0;14442,32;0;3711,5;1516,5;0;0;0;0;752025,21;0;0;0;46899,01;;0;;;7,766599657;112,2004333;;31679,96;95819,17;0;0;0;4079;854;0;0;0;0;0;0;;0;0;166854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18587,12;0;;;;;;;;;;;355;;;;
TRF6_Mensal_7_2023;Mensal;2023;7;Federal;8;TRF6;TRF 6ª Região;MG;MG;;;0;0;0;0;0;0;2567,96;24;0;0;0;331407;124;0;92;0;316;;;0;0;0;0;0;807;0;157;0;56;0;42656,46;1237,31;0;0;67,71;60;0;0;0;0;339777,53;0;0;0;4538,51;;0;;;0,96522043;9,743066667;;1795,31;730,73;0;0;0;1860;75;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1112;0;;;;;;;;;;;316;;;;
TRF1_2º Grau_DF_Mensal_7_2023;Mensal;2023;7;Federal;103;TRF1_2º Grau;TRF 1ª Região;DF;DF;;;0;0;0;0;0;0;1829;700;0;0;0;3620;0;0;0;197;482;;;0;0;0;0;0;0;0;0;0;0;0;56583,42;0;0;0;1813,7;1875;0;0;0;0;2744;0;0;0;6383,72;;0;;;0,24012963;67,53204545;;648,35;2971,41;0;0;0;2700;44;0;0;0;0;0;0;;0;0;98265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;679;;;;
TRF2_2º Grau_RJ_Mensal_7_2023;Mensal;2023;7;Federal;104;TRF2_2º Grau;TRF 2ª Região;RJ;RJ;;;0;0;0;0;0;0;2227;191;0;0;0;418027;748;0;0;0;214;;;0;0;0;77,13;0;641,95;0;56,24;0;34,17;0;33339,91;0;5946,6;0;513,07;46315,31;0;0;0;0;445368,59;0;0;0;3024,47;;0;;;4,240300462;174,1803333;;5503,91;15676,23;0;0;0;1298;90;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809,49;0;;;;;;;;;;;214;;;;
TRF3_2º Grau_SP_Mensal_7_2023;Mensal;2023;7;Federal;105;TRF3_2º Grau;TRF 3ª Região;SP;SP;;;0;0;0;0;0;0;1967,1;0;0;0;0;352150,92;1000;0;0;148;0;;;0;0;0;30;0;3230;0;159;0;115;0;0;0;5800;0;0;0;0;0;0;0;348713,84;0;0;0;0;;0;;;0,506058857;70,00810811;;877;5180,6;0;0;0;1733;74;0;0;0;0;0;0;;0;0;105804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3534;0;;;;;;;;;;;148;;;;
TRF4_2º Grau_RS_Mensal_7_2023;Mensal;2023;7;Federal;106;TRF4_2º Grau;TRF 4ª Região;RS;RS;;;0;0;0;0;0;0;959;0;0;0;0;249778;450;0;0;0;78;;;0;0;0;0;0;184;0;2;0;0;0;33956,59;0;3730,5;0;0;2120;0;0;0;0;207053,87;0;0;0;1599;;0;;;0;29,64;;0;1482;0;0;0;900;50;0;0;0;0;0;0;;0;0;28488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;0;;;;;;;;;;;78;;;;
TRF5_2º Grau_PE_Mensal_7_2023;Mensal;2023;7;Federal;107;TRF5_2º Grau;TRF 5ª Região;PE;PE;;;0;0;0;0;0;0;1120;0;0;0;0;203763;637;0;0;0;43;;;0;0;0;0;0;0;0;0;0;0;0;26869,32;0;3057,6;0;0;0;0;0;0;0;210797,43;0;0;0;0;;0;;;0,27728;72,64577778;;277,28;13076,24;0;0;0;1000;180;0;0;0;0;0;0;;0;0;47117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;43;;;;
TRF1_SJAM_AM_Mensal_7_2023;Mensal;2023;7;Federal;11874;TRF1_SJAM;TRF 1ª Região;AM;DF;;;0;0;0;0;0;0;201;12;0;0;0;118106;245;0;0;0;10;;;0;0;0;0;0;0;0;0;0;0;0;5262,68;0;1545,3;0;36,36;0;0;0;0;0;88468,26;0;0;0;124;;0;;;16,64341615;100,6477778;;2679,59;2717,49;0;0;0;161;27;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;10;;;;
TRF2_SJRJ_RJ_Mensal_7_2023;Mensal;2023;7;Federal;11877;TRF2_SJRJ;TRF 2ª Região;RJ;RJ;;;0;0;0;0;0;0;4790;391;0;0;541;702357,56;;0;;;297;;;0;0;0;;0;;0;;0;;0;83436,16;768,22;;0;719,36;;0;0;0;0;712957;0;0;0;4153,87;;0;;;302,8204;15,32;;7570,51;2543,12;0;0;0;25;166;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;297;;;;
TRF4_SJSC_SC_Mensal_7_2023;Mensal;2023;7;Federal;11880;TRF4_SJSC;TRF 4ª Região;SC;RS;;;0;0;0;0;0;0;674;0;0;0;0;159057;0;0;0;0;75;;;0;0;0;0;0;23,65;0;5,6;0;0;0;15206,4;0;0;0;0;0;0;0;0;0;120653,6;0;0;0;1309,5;;0;;;0,810109091;9,380932203;;1782,24;3320,85;0;0;0;2200;354;0;0;0;0;0;0;;0;0;39369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,25;0;;;;;;;;;;;75;;;;
TRF4_SJPR_PR_Mensal_7_2023;Mensal;2023;7;Federal;11884;TRF4_SJPR;TRF 4ª Região;PR;RS;;;0;0;0;0;0;0;1359;183;0;0;0;271735;0;0;2;0;148;;;0;0;0;0;0;405;0;135;0;0;0;26212,24;0;0;0;0;2381;0;0;0;0;205813,95;0;0;0;0;;0;;;2,268218182;79,61895437;;4990,08;41879,57;0;0;0;2200;526;0;0;0;0;0;0;;0;0;69822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;542;0;;;;;;;;;;;148;;;;
TRF4_SJRS_RS_Mensal_7_2023;Mensal;2023;7;Federal;11886;TRF4_SJRS;TRF 4ª Região;RS;RS;;;0;0;0;0;0;0;1153;4;0;0;0;317529;22;0;0;0;122;;;0;0;0;0;0;0;0;0;0;0;0;20849,46;0;370;0;23,2;0;0;0;0;0;309840,99;0;0;0;2249,92;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;61000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;122;;;;
TRF1_SJAC_AC_Mensal_7_2023;Mensal;2023;7;Federal;12015;TRF1_SJAC;TRF 1ª Região;AC;DF;;;0;0;0;0;0;0;189;150;0;0;14;29538,35;116;0;20;;30;;;0;0;0;0;0;30;0;0;0;3;0;1765,27;0;685,9;0;391,5;;0;0;0;0;19930,27;0;0;0;471,6;;0;;;22,66834483;10,09769231;;3286,91;131,27;0;0;0;145;13;0;0;0;0;0;0;;0;0;1410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;;;;;;;;;;;30;;;;
TRF1_SJAP_AP_Mensal_7_2023;Mensal;2023;7;Federal;12016;TRF1_SJAP;TRF 1ª Região;AP;DF;;;0;0;0;0;0;0;53890;53;0;0;0;65287;0;0;0;0;12;;;0;0;0;18;0;366;0;26,7;0;0;0;0;0;0;0;108,42;0;0;0;0;0;49054,47;0;0;0;187,68;;0;;;5,586666667;73,629375;;838;1178,07;0;0;0;150;16;0;0;0;0;0;0;;0;0;19581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410,7;0;;;;;;;;;;;12;;;;
TRF1_SJBA_BA_Mensal_7_2023;Mensal;2023;7;Federal;12035;TRF1_SJBA;TRF 1ª Região;BA;DF;;;0;0;0;0;0;0;1493,12;171;0;0;0;258764,36;593;0;0;;163;;;0;0;0;0;0;0;0;0;0;0;0;59667,94;0;3434,9;0;442,99;;0;0;0;0;279633,68;0;0;0;2440,51;;0;;;7,491483051;82,88925926;;5303,97;4476,02;0;0;0;708;54;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;163;;;;
TRF1_SJDF_DF_Mensal_7_2023;Mensal;2023;7;Federal;12038;TRF1_SJDF;TRF 1ª Região;DF;DF;;;0;0;0;0;0;0;1046;345;0;0;732;142542;230;0;0;0;165;;;0;0;0;0;0;190;0;0;0;96;0;32294,28;811,56;1488,1;0;0;0;0;0;0;0;141489,73;0;0;0;0;;0;;;31,54;55,30861111;;20501;3982,22;0;0;0;650;72;0;0;0;0;0;0;;0;0;5956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;;;;;;;;;;;165;;;;
TRF1_SJRO_RO_Mensal_7_2023;Mensal;2023;7;Federal;12057;TRF1_SJRO;TRF 1ª Região;RO;DF;;;0;0;0;0;0;0;262;71;0;0;0;28430;310;0;0;;36;;;0;0;0;123;0;406;0;0;0;0;0;4798,01;0;2074,5;0;139,76;0;0;0;0;0;39065,18;0;0;0;578,9;;0;;;6,891980831;25,74;;2157,19;1261,26;0;0;0;313;49;0;0;0;0;0;0;;0;0;18382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529;0;;;;;;;;;;;36;;;;
TRF1_SJPI_PI_Mensal_7_2023;Mensal;2023;7;Federal;12058;TRF1_SJPI;TRF 1ª Região;PI;DF;;;0;0;0;0;0;0;898;70;0;0;498;130372,95;200;0;0;0;6;;;0;0;0;0;0;0;0;0;0;0;0;23415,19;373,5;930;0;304,08;0;0;0;0;0;80883,44;0;0;0;77,4;;0;;;6,516981818;75,23117647;;1792,17;1278,93;0;0;0;275;17;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;6;;;;
TRF1_SJPA_PA_Mensal_7_2023;Mensal;2023;7;Federal;12059;TRF1_SJPA;TRF 1ª Região;PA;DF;;;0;0;0;0;0;0;13;18;0;0;112;340;493;0;396;0;55;;;0;0;0;1;0;368;0;27;0;0;0;2050,92;176;4718,59;0;104,4;0;0;0;0;0;68305,1;0;0;0;856,9;;0;;;624,68;30,371;;5622,12;303,71;0;0;0;9;10;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;792;0;;;;;;;;;;;55;;;;
TRF1_SJMT_MT_Mensal_7_2023;Mensal;2023;7;Federal;12061;TRF1_SJMT;TRF 1ª Região;MT;DF;;;0;0;0;0;0;0;354;22;0;0;0;7561795;344;0;0;0;18;;;0;0;0;0;0;240;0;0;0;0;0;7725,41;0;3202,58;0;67,07;0;0;0;0;0;68806,37;0;0;0;282,24;;0;;;9,417721519;78,40050847;;3720;4625,63;0;0;0;395;59;0;0;0;0;0;0;;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;;;;;;;;;;;18;;;;
TRF1_SJMA_MA_Mensal_7_2023;Mensal;2023;7;Federal;12062;TRF1_SJMA;TRF 1ª Região;MA;DF;;;0;0;0;0;0;0;36;117;0;0;580;111421,2;528;0;0;0;82;;;0;0;0;9;0;432;0;18;0;0;0;342,32;105;1897,1;0;0;0;0;0;0;0;85729,27;0;0;0;0;;0;;;42,49582143;50,947;;11898,83;509,47;0;0;0;280;10;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459;0;;;;;;;;;;;82;;;;
TRF1_SJTO_TO_Mensal_7_2023;Mensal;2023;7;Federal;12064;TRF1_SJTO;TRF 1ª Região;TO;DF;;;0;0;0;0;0;0;391;0;0;0;0;37441;0;0;0;0;18;;;0;0;0;0;0;0;0;0;0;0;0;9918,69;0;0;0;0;0;0;0;0;0;40220,6;0;0;0;341,62;;0;;;3,567924528;176,6318182;;567,3;3885,9;0;0;0;159;22;0;0;0;0;0;0;;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;18;;;;
TRF5_SJAL_AL_Mensal_7_2023;Mensal;2023;7;Federal;12152;TRF5_SJAL;TRF 5ª Região;AL;PE;;;0;0;0;0;0;0;93;175;0;0;0;57398;210;0;0;0;43;;;0;0;0;0;0;15000;0;0;0;0;0;2193,04;0;942;0;0;0;0;0;0;0;70376;0;0;0;21750;;0;;;0,101233333;41,31772059;;60,74;5619,21;0;0;0;600;136;0;0;0;0;0;0;;0;0;32575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15000;0;;;;;;;;;;;43;;;;
TRF5_SJSE_SE_Mensal_7_2023;Mensal;2023;7;Federal;12153;TRF5_SJSE;TRF 5ª Região;SE;PE;;;0;0;0;0;0;0;281;149;0;0;0;63877,75;151;0;0;0;53;;;0;0;0;2,71;0;85,87;0;37,64;0;0;0;8661,08;0;1127;0;578,91;0;0;0;0;0;51765,16;0;0;0;709,67;;0;;;1,194340426;145,66;;280,67;6554,7;0;0;0;235;45;0;0;0;0;0;0;;0;0;26500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126,22;0;;;;;;;;;;;53;;;;
TRF5_SJPE_PE_Mensal_7_2023;Mensal;2023;7;Federal;12154;TRF5_SJPE;TRF 5ª Região;PE;PE;;;0;0;0;0;0;0;1441;348;0;0;0;0;283;0;0;0;78;;;0;0;0;0;0;0;0;0;0;0;0;19902,62;0;932,48;0;0;0;0;0;0;0;0;0;0;0;23000;;0;;;6,786315307;104,7758442;;7403,87;16135,48;0;0;0;1091;154;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;78;;;;
TRF5_SJCE_CE_Mensal_7_2023;Mensal;2023;7;Federal;12155;TRF5_SJCE;TRF 5ª Região;CE;PE;;;0;0;0;0;0;0;1529;53;0;0;0;314666,19;638;0;60;0;23;;;0;0;0;0;0;3180;0;0;0;0;0;45143,31;0;4103,68;0;0;1101,8;0;0;0;0;218876,45;0;0;0;0;;0;;;49,95185714;200,6337594;;10489,89;26684,29;0;0;0;210;133;0;0;0;0;0;0;;0;0;3789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3240;0;;;;;;;;;;;23;;;;
TRF5_SJRN_RN_Mensal_7_2023;Mensal;2023;7;Federal;12156;TRF5_SJRN;TRF 5ª Região;RN;PE;;;0;0;0;0;0;0;253;163;0;0;0;143988,23;264;0;0;0;46;;;0;0;0;0;0;28,4;0;8,5;0;0;0;3708,54;0;1332,85;0;0;414,7;0;0;0;0;111013,45;0;0;0;0;;0;;;12,53410835;130,0617593;;5552,61;14046,67;0;0;0;443;108;0;0;0;0;0;0;;0;0;23739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,9;0;;;;;;;;;;;46;;;;
TRF5_SJPB_PB_Mensal_7_2023;Mensal;2023;7;Federal;12157;TRF5_SJPB;TRF 5ª Região;PB;PE;;;0;0;0;0;0;0;331;703;0;0;0;125314;425;0;0;0;69;;;0;0;0;100;0;48;0;22;0;14;0;9285,77;0;2946,71;0;3132,59;0;0;0;0;0;89196,72;0;0;0;1439,34;;0;;;15,2298;139,8222449;;7614,9;13702,58;0;0;0;500;98;0;0;0;0;0;0;;0;0;33134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0;;;;;;;;;;;69;;;;
TRF3_SJSP_SP_Mensal_7_2023;Mensal;2023;7;Federal;12440;TRF3_SJSP;TRF 3ª Região;SP;SP;;;0;0;0;0;0;0;3858;1336;0;0;0;579106;1592;0;273,41;615,33;0;;;0;0;0;224,58;0;1687,64;0;273,11;0;29,72;0;141290,96;0;20440,85;0;3406,8;;0;0;0;0;498538,53;0;0;0;0;;0;;;1,624984554;74,25275229;;10520,15;8093,55;0;0;0;6474;109;0;0;0;0;0;0;;0;0;307665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2488,46;0;;;;;;;;;;;615,33;;;;
TRF3_SJMS_MS_Mensal_7_2023;Mensal;2023;7;Federal;12539;TRF3_SJMS;TRF 3ª Região;MS;SP;;;0;0;0;0;0;0;429;3;0;0;0;67657,54;0;0;7;0;25;;;0;0;0;0;0;0;0;0;0;0;0;7834,57;0;0;0;7,08;0;0;0;0;0;82455,09;0;0;0;438,5;;0;;;47,122625;61,08078947;;3769,81;2321,07;0;0;0;80;38;0;0;0;0;0;0;;0;0;17634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;;;;;;;;;;;25;;;;
TRF6_MG_Mensal_7_2023;Mensal;2023;7;Federal;84633;TRF6;TRF 6ª Região;MG;MG;;;0;0;0;0;0;0;2567,96;24;0;0;0;331407;124;0;92;0;316;;;0;0;0;0;0;807;0;157;0;56;0;42656,46;1237,31;0;0;67,71;60;0;0;0;0;339777,53;0;0;0;4538,51;;0;;;0,96522043;9,743066667;;1795,31;730,73;0;0;0;1860;75;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1112;0;;;;;;;;;;;316;;;;
TRF_BR_Mensal_7_2023;Mensal;2023;7;Federal;999991;TRF;Justiça Federal;BR;BR;;;0;0;0;0;0;0;88202,14;5476;0;0;2477;13176877,05;9727;0;942,41;960,33;3023;;;0;0;0;585,42;0;28160,51;0;1084,79;0;403,89;0;767027,02;4708,9;70707,24;0;11924,71;54327,81;0;0;0;0;5327306,1;0;0;0;80495,86;;0;;;4,839978743;74,88760352;;129299,71;205099;0;0;0;28654;2804;0;0;0;0;0;0;;0;0;940315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31177,02;0;;;;;;;;;;;3983,33;;;;
TJMRS_RS_Mensal_7_2023;Mensal;2023;7;Militar Estadual;12645;TJMRS;TJM - Rio Grae do Sul;RS;RS;;;0;0;0;0;0;0;142;17;0;0;120;11921;0;0;0;0;2;;;0;0;0;2;0;4;0;3;0;0;0;2196,31;0;0;0;0;0;0;0;0;0;10006,3;0;0;0;0;;0;;;14,54878049;58,92166667;;1193;1767,65;0;0;0;82;30;;0;;0;0;0;;0;0;3488;0;0;0;;0;0;;;;;;;;;;0;0;0;0;9;0;;;;;;;;;;;2;;;;
TJMSP_SP_Mensal_7_2023;Mensal;2023;7;Militar Estadual;13384;TJMSP;TJM - São Paulo;SP;SP;;;0;0;0;0;0;0;229;70;0;0;192;26339;;0;;;59;;;0;0;0;0;0;183,34;0;108,8;0;20;0;11611,61;360;;0;0;0;0;0;0;0;19438,21;0;0;0;0;;0;;;19,06828571;154,6116;;667,39;3865,29;0;0;0;35;25;;0;;0;0;0;;0;0;29500;0;0;0;;0;0;;;;;;;;;;0;0;0;0;312,14;0;;;;;;;;;;;59;;;;
TJMMG_MG_Mensal_7_2023;Mensal;2023;7;Militar Estadual;13389;TJMMG;TJM - Minas Gerais;MG;MG;;;0;0;0;0;0;0;139;6;0;0;48;17,918;90;0;0;;11;;;0;0;0;0;0;300;0;0;0;0;0;3041,24;52,32;433;0;36,46;0;0;0;0;0;14047,75;0;0;0;248,96;;0;;;73,68333333;73,83666667;;221,05;443,02;0;0;0;3;6;;0;;0;0;0;;0;0;5500;0;0;0;;0;0;;;;;;;;;;0;0;0;0;300;0;;;;;;;;;;;11;;;;
TJM_BR_Mensal_7_2023;Mensal;2023;7;Militar Estadual;999991;TJM;Justiça Militar Estadual;BR;BR;;;0;0;0;0;0;0;510;93;0;0;360;38277,918;90;0;0;0;72;;;0;0;0;2;0;487,34;0;111,8;0;20;0;16849,16;412,32;433;0;36,46;0;0;0;0;0;43492,26;0;0;0;248,96;;0;;;17,34533333;99,60590164;;2081,44;6075,96;0;0;0;120;61;0;0;0;0;0;0;;0;0;38488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;621,14;0;;;;;;;;;;;72;;;;
PJ_BR_Mensal_7_2023;Mensal;2023;7;Poder Judiciário;999999;PJ;Poder Judiciário;BR;BR;;;0;0;0;0;0;0;432495,5;43924,5;0;0;260382;58601615,68;100758,563;0;201677,86;4640,22;68272;;;0;0;0;15768,36;0;287658,91;0;10591,89;0;1975,88;0;9034965,21;336756,85;709467,65;0;128989,77;1092791,11;0;0;0;0;43020145,14;0;0;0;976636,62;;0;;;12,78141061;69,35546354;;1910488,57;1752057,72;0;0;0;149474;25262;0;0;0;0;0;0;;0;0;39039812,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;517672,9;0;;;;;;;;;;;72912,22;;;;
CNJ_DF_Mensal_7_2023;Mensal;2023;7;Superiores/Conselhos;1;CNJ;Conselho Nacional de Justiça;DF;DF;;;0;0;0;0;0;0;609;50;0;0;0;141547,5;142;0;774,5;0;47;;;0;0;0;;0;;0;;0;;0;18706,75;0;1475,38;0;212;68236,6;0;0;0;0;130424,13;0;0;0;1159,02;;0;;;0,611939121;26,36311111;;542,79;1186,34;0;0;0;887;45;;0;;0;0;0;;0;0;57496;0;0;0;;0;0;;;;;;;;;;0;0;0;0;774,5;0;;;;;;;;;;;47;;;;
CJF_DF_Mensal_7_2023;Mensal;2023;7;Superiores/Conselhos;2;CJF;Conselho da Justiça Federal;DF;DF;;;0;0;0;0;0;0;281;0;0;0;0;141166;477;0;0;0;6;;;0;0;0;0;0;120;0;80;0;0;0;8446,7;0;3238,83;0;0;93811,37;0;0;0;0;100474,7;0;0;0;84,18;;0;;;0,472042857;;;330,43;0;0;0;0;700;0;;0;;0;0;0;;0;0;11491;0;0;0;;0;0;;;;;;;;;;0;0;0;0;200;0;;;;;;;;;;;6;;;;
STJ_DF_Mensal_7_2023;Mensal;2023;7;Superiores/Conselhos;12728;STJ;Superior Tribunal de Justiça;DF;DF;;;0;0;0;0;0;0;4228;6;0;0;2592;774836;2513;0;2497;;144;;;0;0;0;;0;;0;;0;;0;133700,4;2903,04;17063,27;0;11,32;5201,27;0;0;0;0;733397,54;0;0;0;2242,44;;0;;;0,3159384;247,2465882;;1097,57;63047,88;0;0;0;3474;255;;0;;0;0;0;;0;0;117492;0;0;0;;0;0;;;;;;;;;;0;0;0;0;2497;0;;;;;;;;;;;144;;;;
TSE_DF_Mensal_7_2023;Mensal;2023;7;Superiores/Conselhos;12991;TSE;Tribunal Superior Eleitoral;DF;DF;;;0;0;0;0;0;0;514;84;0;0;0;480774;50;0;;;160;;;0;0;0;0;0;0;0;0;0;0;0;16108,12;0;0;0;200,03;83991,06;0;0;0;0;441300,75;0;0;0;4190,69;;0;;;0,177158424;;;422,7;0;0;0;0;2386;0;;0;;0;0;0;;0;0;66948;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;160;;;;
TST_DF_Mensal_7_2023;Mensal;2023;7;Superiores/Conselhos;13221;TST;Tribunal Superior do Trabalho;DF;DF;;;0;0;0;0;0;0;1811;742;0;0;151;161248;166;0;0;6;259;;;0;0;0;62;0;3682;0;62;0;0;0;54574,17;375,99;1724,74;0;3355,1;13097,94;0;0;0;0;392346,32;0;0;0;3635,45;;0;;;0,23849197;366,518622;;608,87;93095,73;0;0;0;2553;254;;0;;0;0;0;;0;0;181553;0;0;0;;0;0;;;;;;;;;;0;0;0;0;3806;0;;;;;;;;;;;265;;;;
STM_DF_Mensal_7_2023;Mensal;2023;7;Superiores/Conselhos;13309;STM;Superior Tribunal Militar;DF;DF;;;0;0;0;0;0;0;1123;35;0;0;150;115497;6;0;0;0;48;;;0;0;0;0;0;0;0;0;0;0;0;34991,78;225;62,34;0;41,4;681,08;0;0;0;0;105324,39;0;0;0;1202,13;;0;;;6,735642857;197,5045755;;4714,95;41870,97;0;0;0;700;212;;0;;0;0;0;;0;0;33430;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;48;;;;
Sup/Con_BR_Mensal_7_2023;Mensal;2023;7;Superiores/Conselhos;999991;Sup/Con;Tribunal Superior / Conselho;BR;BR;;;0;0;0;0;0;0;8566;917;0;0;2893;1815068,5;3354;0;3271,5;6;664;;;0;0;0;62;0;3802;0;142;0;0;0;266527,92;3504,03;23564,56;0;3819,85;265019,32;0;0;0;0;1903267,83;0;0;0;12513,91;;0;;;0,721243925;260,0534204;;7717,31;199200,92;0;0;0;10700;766;0;0;0;0;0;0;;0;0;468410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7277,5;0;;;;;;;;;;;670;;;;
TRT1_RJ_Mensal_7_2023;Mensal;2023;7;Trabalho;13197;TRT1;TRT 01ª Região;RJ;RJ;;;0;0;0;0;0;0;6839,5;30;0;0;0;553000,6;0;0;76,6;0;331;;;0;0;0;0;0;0;0;0;0;0;0;100101,95;0;0;0;87,35;0;0;0;0;0;444626;0;0;0;4621,1;;0;;;49,658375;58,08805556;;11918,01;4182,34;0;0;0;240;72;;0;;0;0;0;;0;0;225817;0;0;0;;0;0;;;;;;;;;;0;0;0;0;76,6;0;;;;;;;;;;;331;;;;
TRT2_SP_Mensal_7_2023;Mensal;2023;7;Trabalho;13198;TRT2;TRT 02ª Região;SP;SP;;;0;0;0;0;0;0;4544;222;0;0;0;833586,71;55;0;145;0;517;;;0;0;0;183;0;4851;0;1183;0;17;0;200436,26;0;407;0;766,41;0;0;0;0;0;658723,64;0;0;0;7232,83;;0;;;0;78,79364865;;0;5830,73;0;0;0;1250;74;;0;;0;0;0;;0;0;705000;0;0;0;;0;0;;;;;;;;;;0;0;0;0;6379;0;;;;;;;;;;;517;;;;
